id_book,title,authors,publisher,published_year,id_categories
1532,Coming from Behind (Isis Series),Joby Warrick,Anchor,2015,30
1533,Cake Mix Magic 2: 125 More Easy Desserts ... Good as Homemade,Jill Snider,R. Rose,2003,6
1534,"Retouching Stalin's Moustache: Arrivals and Departures, Destination Unknown",Thomas P. Muhl,Xlibris Corporation,2011,40
1535,Joanna and Ulysses,May Sarton,W. W. Norton & Company,1987,4
1536,A Chilling Absence of Love,"Betty J. Hunt, Helen-Aurelia Smith",Winlock Galey,2001,4
1537,Living With Invisible People: A Karmic Autobiography,Jostein Saether,CLAIRVIEW BOOKS,2001,40
1538,African Skies (Palisades Pure Romance),Karen Rispin,Multnomah Pub,2000,4
1539,Understanding Active Noise Cancellation,Colin N. Hansen,CRC Press,2002,36
1540,"Lasagna Gardening with Herbs: Enjoy Fresh Flavor, Fragrance, and Beauty with No Digging, No Tilling, No Weeding, No Kidding!",Patricia Lanza,Rodale,2004,12
1541,Behind the Doors of San Miguel de Allende,Robert De Gast,Pomegranate,2000,33
1542,Walking in a Landscape of Words,Pamela Hoxsey,Edwin House Pub Incorporated,1998,45
1543,The Wounded and Other Stories About Sons and Fathers,"Graham Leask, Ian",New River Press,2014,4
1544,PRENTICE HALL MATH COURSE 2 STUDY GUIDE AND PRACTICE WORKBOOK 2004C,Randall Inners Charles,Pearson Prentice Hall,2003,19
1545,Cantonese Colloquial Expressions (Chinese and English Edition),"蘇紹興, Siu-hing So (Simon), Simon S. H. So",Chinese University Press,2002,24
1546,Oxford Desk Reference Clinical Genetics,"Helen V. Firth, Jane A. Hurst",Oxford University Press,2017,112
1547,Renewing the Mind: The Foundation of Your Success,Casey Treat,Harrison House Publishers,2000,1
1548,"Dynamics of Church Leadership, The (Ministry Dynamics for a New Century)",Aubrey Malphurs,Baker Books,1999,1
1549,"The Racketeer's Progress: Chicago and the Struggle for the Modern American Economy, 1900-1940 (Cambridge Historical Studies in American Law and Society)",Andrew Wender Cohen,Cambridge University Press,2004,5
1550,COWBOYS & CATALANS,Joe Nick Patoski,"Little, Brown",2012,17
1551,"O Brother, Where Art Thou?",Hal Leonard Corp,Hal Leonard Corporation,2001,2
1552,Picture History of the Andrea Doria (Dover Maritime),"William H., Jr. Miller",Courier Corporation,2013,53
1553,Quantum Computing (Natural Computing Series),Mika Hirvensalo,Springer Science & Business Media,2013,13
1554,American Cookbook: A History,Mark H. Zanger,Turtleback Books,2003,6
1555,"Adobe Illustrator CS2, Revealed, Deluxe Education Edition (Revealed (Thomson))",Elizabeth Eisner Reding,Course Technology Ptr,2005,13
1556,"Action, Styles, And Symbols In Kinetic Family Drawings (K-F-D)","Robert C. Burns, S. Harvard Kaufman",Routledge,2013,8
1557,"Jane Austen's Guide to Good Manners: Compliments, Charades & Horrible Blunders","Josephine Ross, Henrietta Webb",A&C Black,2012,55
1558,Allegiance (Spanish Edition),"Pat Mora, Libby Martinez",Knopf Books for Young Readers,2014,21
1559,Take Your Shirt Off: A Novel of Hollywood,Kim Corum,Abernathy and Monroe,2013,4
1560,Firestorm: Preventing and Overcoming Church Conflicts,Ron Susek,Baker Books,1999,1
1561,Children of the Paper Crane: The Story of Sadako Sasaki and Her Struggle With the A-Bomb Disease,Masamoto Nasu,Routledge,2016,30
1562,Milton and Heresy,"Stephen B. Dobranski, John P. Rumrich, Dobranski Stephen B.",Cambridge University Press,1998,29
1563,"The Synoptic Gospels, Revised and Expanded: An Introduction",Keith Fullerton Nickle,Westminster John Knox Press,2001,1
1564,Always Time To Die,Elizabeth Lowell,Harper Collins,2005,4
1565,Knight's Dawn,Kim Hunter,Hachette UK,2013,4
1566,Titania's Aroma Magic: For Spells And Rituals,Titania Hardie,Connections Book Pub,2005,25
1567,Bob Dylan: Anthology,Bob Dylan,Music Sales Amer,2002,2
1568,Big Battles For Little Hands,Carla Williams,Rainbow Publishers,2000,19
1569,Trees of Michigan Field Guide (Our Nature Field Guides),Stan Tekiela,Adventure Publications(MN),2002,15
1570,Women of Manhattan.,John Patrick Shanley,Dramatists Play Service Inc,1986,58
1571,The Complete Book of Triathlons,Mark Kleanthous,Meyer & Meyer Verlag,2012,3
1572,Design Your Own Games and Activities: Thiagi's Templates for Performance Improvement,Sivasailam Thiagarajan,Pfeiffer,2003,5
1573,The University in Ruins,Bill Readings,Harvard University Press,1996,3
1574,Falling Backwards: An Exploration of Trust and Self-Experience (Norton Professional Books),Doris Brothers,W W Norton & Company Incorporated,1995,8
1575,Local Knowledge: A Skipper's Reference : Tacoma To Ketchikan (Fine Edge Nautical Knowledge),Kevin Monahan,Fineedge.Com Llc,2005,53
1576,Greater Community Spirituality: A New Revelation (New Knowledge Library),Marshall Vian Summers,New Knowledge Library,2013,31
1577,FaithQuestions - How Can I Forgive?: A Study of Forgiveness,Joretta L. Marshall,Faithquestions,2005,1
1578,The Book of Promethea (European Women Writers),Häl_ne Cixous,U of Nebraska Press,1991,29
1579,Data Mining: Opportunities and Challenges,John Wang,IGI Global,2003,13
1580,"Distance Learning Technologies: Issues, Trends and Opportunities","Lau, Linda K.",IGI Global,1999,3
1581,An Introduction to Sixteenth Century Counterpoint and Palestrina's Musical Style,Robert Stewart,Scarecrow Press,1994,2
1582,Marty Robbins,Diane Diekman,University of Illinois Press,2012,2
1583,Growing Up in North Dakota : A Memoir,Philo T. Pritzkau,Russia Heritage Collection North Dakota State University Lib,1996,113
1584,Mel Bay Kid's Electronic Keyboard Method (Creative Keyboard) (Creative Keyboard),William Bay,Mel Bay Publications,1990,2
1585,"The Bedford Guide for College Writers: With Reader, Research Manual, and Handbook","X. J. Kennedy, Dorothy M. Kennedy, Marcia F. Muth",Bedford/St. Martin's,2016,38
1586,Live and Remember,Valentin Rasputin,Northwestern University Press,1992,4
1587,The Transformations of Gwen Volume 2,Eric Kroll,Nbm Publishing Company,2001,16
1588,To Be Young Was Very Heaven: Women in New York Before the First World War,Sandra Adickes,G K Hall & Company,1998,31
1589,"Portraits of Early Russian Liberals: A Study of the Thought of T. N. Granovsky, V. P. Botkin, P. V. Annenkov, A. V. Druzhinin, and K. D. Kavelin (Cambridge Studies in Russian Literature)",Derek Offord,Cambridge University Press,2009,29
1590,Home of the Brave,Katherine Applegate,Feiwel & Friends,2014,21
1591,Internet and Intranet Security Management: Risks and Solutions,"Janczewski, Lech",IGI Global,1999,13
1592,"Evaluation and Implementation of Distance Learning: Technologies, Tools and Techniques","Belanger, France, Jordan, Dianne H.",IGI Global,1999,3
1593,"The Moment and Late Writings: Kierkegaard's Writings, Vol. 23",Søren Kierkegaard,Princeton University Press,2009,11
1594,Integrative Document and Content Management: Strategies for Exploiting Enterprise Knowledge,"Len Asprey, Michael Middleton",IGI Global,2003,13
1595,The Right to the City: Social Justice and the Fight for Public Space,Don Mitchell,Guilford Press,2012,9
1596,Lamborghini: Supercars from Sant'Agata (Haynes Classic Makes),Anthony Pritchard,Haynes Publishing UK,2005,53
1597,Designing Portals: Opportunities and Challenges,"Jafari, Ali, Sheehan, Mark",IGI Global,2002,13
1598,V-2: A Combat History of the First Ballistic Missile (Weapons in History),T. D. Dungan,Westholme Pub Llc,2005,18
1599,Public Information Technology : Policy and Management Issues,G. David Garson,Jones & Bartlett Learning,2006,44
1600,"Three Men Seeking Monsters: Six Weeks in Pursuit of Werewolves, Lake Monsters, Giant Cats, Ghostly Devil Dogs, and Ape-Men",Nick Redfern,Simon and Schuster,2004,25
1601,The Princess: The Bride Quest #1,Claire Delacroix,Dell,2009,4
1602,Doorways to Freedom,Cynthia Ford,Doorways,2001,32
1603,The Economic and Social Impacts of E-Commerce,"Lubbe, Sam",IGI Global,2002,13
1604,"Between Hashemites and Zionists: The Struggle for Palestine, 1908-1988",Martin Sicker,Holmes & Meier Pub,1989,18
1605,English Folktales (World Folklore Series),"Murti Bunanta, Margaret Read MacDonald",Libraries Unlimited,2003,4
1606,The Paris Mapguide,Michael Middleditch,Penguin,2002,33
1607,Lily's Ghost,Laura Ruby,Perfection Learning,2005,21
1608,The Eating Game: The simple truth to health and fat loss in the modern world,"Stephen Perrine, Heidi Skolnik, AARP",Simon and Schuster,2022,44
1609,The Saturnian Snake,Blake Prescott,Endeavor Press,2004,4
1610,Managing Data Mining Technologies in Organizations: Techniques and Applications,Parag C. Pendharkar,IGI Global,2003,13
1611,Be More Chill,Ned Vizzini,Disney Electronic Content,2015,21
1612,Transportation: A Geographical Analysis,William R. Black,Guilford Press,2003,9
1613,Anybody Seen Junebug?,Delores Thornton,iUniverse,2003,4
1614,Geometry of Complex Numbers (Dover Books on Mathematics),Hans Schwerdtfeger,Courier Corporation,2012,22
1615,Multimedia and Interactive Digital TV: Managing the Opportunities Created by Digital Convergence,Margherita Pagani,IGI Global,2003,13
1616,Sweet Life 2: Erotic Fantasies for Couples,Violet Blue,Cleis Press,2003,4
1617,What Counts: Social Accounting for NonProfits and Cooperatives,"Laurie Mook, Jack Quarter, Betty Jane Richmond",Sigel Press,2007,114
1618,Women Police: Portraits of Success,Patricia Lunneborg,iUniverse,2004,40
1619,The Clavichord (Cambridge Musical Texts and Monographs),Bernard Brauchli,Cambridge University Press,2005,2
1620,English Words from Latin and Greek Elements,"Donald M. Ayers, R. L. Cherry",University of Arizona Press,1986,38
1621,Knowledge Management and Virtual Organizations,Yogesh Malhotra,IGI Global,2000,13
1622,"Buenas noches, Gorila (Spanish Edition)",Peggy Rathmann,Penguin,2004,21
1623,"Everything Is Under Control: Conspiracies, Cults, and Cover-ups",Robert A. Wilson,Harper Collins,2009,30
1624,The Siberian Legacy: A Gothic Tale of Conspiracy and Intrigue,Kevin Rubens,Trafford Publishing,2005,4
1625,Christian Ethics: An Essential Guide (Abingdon Essential Guides),Robin W. Lovin,Abingdon Press,2010,1
1626,A Gift Once Given,Robert O. Barclay,Beavers Pond Press,2000,4
1627,Mendel's Child,Cherie Smith,University of Calgary Press,1997,18
1628,The Church in Emerging Culture: Five Perspectives,"Michael Horton, Frederica Mathewes-Green, Brian D. McLaren, Erwin Raphael McManus, Andy Crouch",Zondervan,2011,1
1629,Virtual Education: Cases in Learning and Teaching Technologies,Fawzi Albalooshi,IGI Global,2003,3
1630,Flash Cartoon Animation: Learn from the Pros,"Glenn Kirkpatrick, Kevin Peaty",Apress,2011,13
1631,Weight Watchers Take-Out Tonight! : 150+ Restaurant Favorites to Make at Home--All 8 POINTS or Less,"Weight Watchers International, Weight Watchers",Simon and Schuster,2003,6
1632,Public speaking process and product,"Harold R. Ross, Bill Hill",Kendall/Hunt Publishing Company,1993,115
1633,The Second Calling: The Journal of Fr. Galen St. James,Parsons DeLain,iUniverse,2000,4
1634,Globalizing Civic Engagement: Civil Society and Transnational Action,John D Clark,Routledge,2012,30
1635,Web-Based Learning and Teaching Technologies: Opportunities and Challenges,"Aggarwal, Anil K.",IGI Global,1999,3
1636,Three Nights...,"H. G. Bissinger, Buzz Bissinger",Mariner Books,2006,17
1637,National Abjection: The Asian American Body Onstage,Karen Shimakawa,Duke University Press,2002,31
1638,Dying Well,Ira Byock,Penguin,1998,14
1639,Tales of the Yellow Sea,Allen Park,iUniverse,2006,4
1640,Data Mining and Business Intelligence: A Guide to Productivity,"Stephan Kudyba, Richard Hoptroff",IGI Global,2001,13
1641,Making Your Own Jumps (Threshold Picture Guides),Mary Gordon-Watson,Kenilworth Press,1998,48
1642,A Primer for Disaster Recovery Planning in an IT Environment,Charlotte J. Hiatt,IGI Global,2000,5
1643,Encyclopedia of Sports and Fitness Nutrition,"Liz Applegate, Ph.D.",Harmony,2010,44
1644,Effective Databases for Text and Document Management,Shirley A. Becker,IGI Global,2003,13
1645,Wire to Wire: Inside the 1984 Detroit Tigers Championship Season,George Cantor,Triumph Books,2004,60
1646,"Last Guardian (The Stones of Power, Book Four)",David Gemmell,Del Rey,2011,4
1647,"Dynamics of Pastoral Care, The (Ministry Dynamics for a New Century)",David W. Wiersbe,Baker Books,2000,1
1648,"Adobe InDesign CS2, Revealed, Deluxe Education Edition",Elizabeth Eisner Reding,Course Technology Ptr,2005,13
1649,Knowledge Management: Current Issues and Challenges,Elayne Coakes,IGI Global,2003,5
1650,The Life of Birds (Saunders Series in Organismic Biology),Kurt Schwenk,Elsevier,2000,9
1651,"Medicine, Rationality and Experience: An Anthropological Perspective (Lewis Henry Morgan Lectures)","Byron J. Good, Good",Cambridge University Press,1994,31
1652,"Up North Again: More of Ontario's Wilderness, from Ladybugs to the Pleiades","Doug Bennet, Tim Tiner",McClelland & Stewart Limited,1997,33
1653,The United States and the Origins of the Cold War,John Lewis Gaddis,Columbia University Press,2000,18
1654,Secret Combinations Today: A Voice of Warning,Robert E. Hales,Horizon Pub & Dist Incorporated,1996,98
1655,A Naturalist's Guide to Wetland Plants: An Ecology for Eastern North America,Donald D. Cox,Syracuse University Press,2002,15
1656,Informal Reading-Thinking Inventory,"Anthony V. Manzo, Ula Casale Manzo, Michael C. McKenna",Wadsworth Publishing Company,1995,3
1657,Electronic Enterprise: Strategy and Architecture,Andrzej Targowski,IGI Global,2003,5
1658,Prayer and the Five Stages of Healing,"Ron Roth, Peter Occhiogrosso",Hay House Incorporated,2000,1
1659,Just One Touch,Debra Mullins,Zondervan,2009,4
1660,Seeds of Destruction,Thomas Merton,"Farrar, Straus and Giroux",2010,1
1661,The Crystal Desert (Guardian Cycle),Julia Gray,Orbit,2001,4
1662,Successful Scrap Quilts from Simple Rectangles,"Judy Turner, Margaret Rolfe",That Patchwork Place,2002,52
1663,"Culturally Diverse Videos, Audios, and Cd-Roms for Children and Young Adults",Irene Wood,Neal Schuman Pub,1999,38
1664,A Mobile Church For E.P.I.C. Times: Moving Across Faith Community Borders,Fred Peatross,iUniverse,2003,1
1665,Dada & Surrealism A&I; (Art and Ideas),Hans Richter,"Oxford University Press, USA",1978,116
1666,An Abecedarium: Illuminated Alphabets from the Court of Emperor Rudolf II (Getty Trust Publications: J. Paul Getty Museum),"Lee Hendrix, Thea Vignau-Wilberg",J Paul Getty Museum Publications,1997,10
1667,"Understanding Cultural Differences: Germans, French and Americans","Edward T. Hall, Mildred Reed Hall",Nicholas Brealey,2000,5
1668,"Jews, Christians, and the Theology of the Hebrew Scriptures (Society of Biblical Literature Semeia Studies)",Richard Elliott Friedman,Semeia Studies / The Society o,1987,1
1669,The World According to My Child,Jamie C. Martin,Zondervan,2016,1
1670,"The Food and Cooking of China: An Exploration of Chinese Cuisine in the Provinces and Cities of China, Hong Kong, and Taiwan",Francine Halvorsen,Wiley,1996,6
1671,Confucian Moral Self Cultivation,P. J. Ivanhoe,Hackett Publishing,2000,1
1672,The Madness of the Saints: Ecstatic Religion in Bengal,June McDaniel,University of Chicago Press,1989,1
1673,I Love Bugs!,Philemon Sturges,Harper Collins,2005,21
1674,Mel Bay You Can Teach Yourself Electric Bass (You Can Teach Yourself),MIKE HILAND,Mel Bay Publications,2015,2
1675,Either Way Dead,Kim Harrison,Harper Collins,2009,4
1676,Miss or Mrs.?,"Lester Kaufman, Jane Straus",John Wiley & Sons,2021,38
1677,Spotting and Discovering Terms through Natural Language Processing,Christian Jacquemin,MIT Press,2001,13
1678,Psalms for Healing [With Ribbons (3)],"Bruce K. Waltke, James M. Houston, Erika Moore",Wm. B. Eerdmans Publishing,2014,1
1679,Cook It Quick!: Speedy Recipes with Low POINTS Value in 30 Minutes or Less,"Weight Watchers, Weight Watchers International",Simon and Schuster,2004,6
1680,When in Rome...,Gemma Townley,Ballantine Books,2005,4
1681,Aircooled VW Engine Interchange Manual: The User's Guide to Original and Aftermarket Parts for Tuning (Motorbooks Workshop),Keith Seume,Motorbooks,1996,53
1682,She's Been Blessed,Adrienne Thompson,Adrienne Thompson,2012,117
1683,Mel Bay Mozart for Acoustic Guitar,Ben Bolt,Mel Bay Publications,1997,2
1684,A Cook's Guide to Chinese Vegetables,"Rosa Lo San Ross, Martin Jacobs",Artisan Publishers,1996,6
1685,Viva Kennedy: Mexican Americans In Search of Camelot (Texas A&M; Southwestern Studies),Ignacio M. García,Texas A&M University Press,2000,118
1686,Counting On Kindness,Wendy Lustbader,Simon and Schuster,2010,31
1687,Mathematical Analysis II (Universitext),Vladimir A. Zorich,Krishna Prakashan Media,2010,22
1688,Nature Illuminated: Flora and Fauna from the Court of Emperor Rudolf II (Getty Trust Publications: J. Paul Getty Museum),"Associate Curator of Drawings Lee Hendrix, Lee Hendrix, Thea Vignau-Wilberg, Georg Bocskay, Joris Hoefnagel",Getty Publications,1997,10
1689,Vector and Tensor Analysis with Applications (Dover Books on Mathematics),"A. I. Borisenko, I. E. Tarapov",Courier Corporation,2012,22
